filename,cluster
Woodcoin LOG whitepapers - whitepaper.io.txt.vec,0
World Mobile Token WMT whitepapers - whitepaper.io.txt.vec,0
Wowoo WWB whitepapers - whitepaper.io.txt.vec,0
Wrapped Bitcoin WBTC whitepapers - whitepaper.io.txt.vec,0
Wrapped LUNA Classic WLUNC whitepapers - whitepaper.io.txt.vec,14
WX Token WX whitepapers - whitepaper.io.txt.vec,0
x42 Protocol X42 whitepapers - whitepaper.io.txt.vec,0
XBIT XBT whitepapers - whitepaper.io.txt.vec,0
XeniosCoin XNC whitepapers - whitepaper.io.txt.vec,0
XIDR XIDR whitepapers - whitepaper.io.txt.vec,0
XinFin Network XDC whitepapers - whitepaper.io.txt.vec,0
XTRABYTES XBY whitepapers - whitepaper.io.txt.vec,0
XYO XYO whitepapers - whitepaper.io.txt.vec,-1
Yap Stone YAP whitepapers - whitepaper.io.txt.vec,0
Yee YEE whitepapers - whitepaper.io.txt.vec,0
Yield App YLD whitepapers - whitepaper.io.txt.vec,0
Yield Guild Games YGG whitepapers - whitepaper.io.txt.vec,0
YOUChain YOU whitepapers - whitepaper.io.txt.vec,0
YOYOW YOYOW whitepapers - whitepaper.io.txt.vec,-1
Zano ZANO whitepapers - whitepaper.io.txt.vec,0
Zcash ZEC whitepapers - whitepaper.io.txt.vec,-1
Zebi ZCO whitepapers - whitepaper.io.txt.vec,0
Zeedex ZDEX whitepapers - whitepaper.io.txt.vec,0
Zeepin ZPT whitepapers - whitepaper.io.txt.vec,0
ZenCash ZEN whitepapers - whitepaper.io.txt.vec,0
Zenfuse ZEFU whitepapers - whitepaper.io.txt.vec,0
ZEON ZEON whitepapers - whitepaper.io.txt.vec,-1
Zeusshield ZSC whitepapers - whitepaper.io.txt.vec,0
Ziktalk ZIK whitepapers - whitepaper.io.txt.vec,0
Zilliqa ZIL whitepapers - whitepaper.io.txt.vec,-1
Zipper ZIP whitepapers - whitepaper.io.txt.vec,0
ZKSwap ZKS whitepapers - whitepaper.io.txt.vec,0
Zonex Exchange ZXT whitepapers - whitepaper.io.txt.vec,0
ZrCoin ZRC whitepapers - whitepaper.io.txt.vec,-1
ZUSD ZUSD whitepapers - whitepaper.io.txt.vec,0
ZVCHAIN ZVC whitepapers - whitepaper.io.txt.vec,0
